,Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
2014,SLRN,,23.57,,,,,,,,14.02,,,18.66,,,25.13,,25.34,,,,,,,,,-1.12,-1.12,-3.62,-1.19,,,,-89.29,,,,,,,,,,,,,,1.38,,,,,,,,,,,,1.4,1.39,,,,,1.38,25.34,-41.42,-9220.18,-48.82,-111.19,,-2364.48,,,,,,,"ACELYRIN, INC.",11.38,3.26678766,0.36,Sell,7758406,88290660.28,1106130000.0000002,,,Health Technology,Pharmaceuticals: Major
2015,SLVM,2.63,56.52,1,-34.8,,-1.8,-3.9,-11,-3.7,74.3,2.02,-11.55,63.35,3.77,,0.25,0.16,1.74,53.04,53.33,41.93,1.54,1.2,Grey,0.11,2.02,4.79,3.86,12.53,,3.51,0.7,0.69,20.88,0.31,2.34,6.6,,,4,27.11,9.89,,,7.87,WACC vs ROIC,14.15,2.08,6.29,5.47,,0.48,9/9,,,,9.11,0.78,,,,4.59,,,,2.48,1.01,10.71,47.41,27.55,52.29,,18.12,Beneish M-Score,27.25,,ROIC,,5,Sylvamo Corporation,42.77,3.08508074,1.28,Buy,1206054,51582929.58000001,1790546726.0000002,6.28065435,6.8905,Process Industries,Pulp & Paper
2016,SM,-12.61,46.75,-2.6,1.3,17,36.7,,,24.2,27.49,0.85,52.09,38.53,2.71,,0.67,0.24,1.2,,13.35,34.37,0.76,0.48,Grey,0.05,1.52,4.11,2.91,16.46,,3.03,2.21,2.3,24.33,0.55,1.52,5.15,-11.77,7,-8.25,54.09,13.73,,,41.62,WACC vs ROIC,47.31,1.42,4.48,4.48,,1.86,7/9,,,,13.55,0.53,1.29,,,3.22,3.7,,1.36,1.42,1.2,19.04,29.75,29.18,36.45,,19.06,Beneish M-Score,18.09,,ROIC,,5,SM Energy Company,39.59,-1.88351921,-0.76,Sell,8014993,317313572.87,4697968548.0,4.47926684,8.9035,Energy Minerals,Oil & Gas Production
2017,SMAR,5.63,52,-3.7,-5.4,,-23.7,-25,,35,45.36,,-11.5,51.05,5,,0.94,9.52,1.31,,5.16,66.19,-0.45,0.11,Grey,,,-33.58,-40.28,58.43,107.88,69.62,5.45,6.01,-2.98,0.46,,116.28,,,21.83,79.19,N/A,,N/A,-16.84,WACC vs ROIC,-17.9,10.43,,,,6.58,6/9,,,,65.01,,,,41.2,56.67,,,13.82,15.45,1.31,-13.55,-163.76,-28.49,-29.46,,-18.29,Beneish M-Score,0.19,,ROIC,,,Smartsheet Inc.,42.02,0.21464345,0.09,Buy,2175688,91422409.76,5678278920.0,,-1.107,Technology Services,Packaged Software
2018,SMCI,304.25,40.22,-0.1,22.7,,86.9,92.6,,26.3,23.75,,187.98,34.94,8.81,,0.32,1.52,2.31,96.11,42.73,42.62,0.36,0.15,Grey,,,18.53,17.72,22.62,,,,1.99,5.4,0.54,,,20.54,,,18.01,72.55,,,8.98,WACC vs ROIC,10.68,6.63,21.77,21.77,0.49,1.97,7/9,0.7,1.92,,22.08,2.53,3.49,,8.86,20.89,24.56,0.87,5.48,6.63,1.26,19.45,46.09,37.34,37.17,,31.4,Beneish M-Score,1.63,78.14,ROIC,,10,"Super Micro Computer, Inc.",249.26,-7.94401152,-21.51,Sell,4578265,1141252862.64,13187335516.0,21.78446264,12.1058,Electronic Technology,Computer Communications
2019,SMFG,44.76,69.93,0.6,6.4,8.1,,4.9,,6.6,65.53,4.7,13.13,71.13,,,,,,,,,,,,0.4,3.44,,,5.88,,,7.92,-9.08,,,3.44,11.99,57.96,5.6,-1.16,,,,,21.18,,,0.73,11.72,11.72,2.3,2.63,,,,,,0.66,1.8,,,,,2.43,0.17,0.79,,0.29,,,6.32,,,,59.21,13.45,,,10,Sumitomo Mitsui Financial Group Inc Unsponsored,9.95,-2.16322517,-0.22,Buy,1959290,19494935.5,66864974639.97376,11.6852613,0.8516,Finance,Major Banks
2020,SMG,-5,51.46,0.2,-40.9,5.8,,,,7.5,71.95,6.29,-30.67,59.48,1.82,,0.02,0.01,1.69,151.68,44.89,60.43,29.11,22.85,Grey,,4.8,681.02,57.93,13.37,14.26,11.75,1.69,1.67,0.15,0.03,4.8,16.67,21.77,10.3,-4.18,17.53,0.48,,,-3.59,WACC vs ROIC,2.27,22.94,,,,0.86,4/9,,,,6.77,,0.49,,,5.63,9.84,,0.93,,1.03,-2.83,0.41,0.26,-73.31,,1.59,Beneish M-Score,3.09,13.76,ROIC,,9,Scotts Miracle-Gro Company (The),55.05,0.6214586,0.34,Buy,2160592,118940589.6,3091396060.0,,-2.4004,Process Industries,Chemicals: Agricultural
2021,SMMT,38.13,55.42,-87.4,-29.9,,,,52.6,-89.4,71.96,,17.07,62.32,-5.75,,18.02,2.01,19.07,,,662.39,-0.19,0.9,Grey,,,-2.09,-2.1,-26.74,,,,5535.67,-47.85,0.5,,,,,,,,,,-271685,WACC vs ROIC,-264398.18,11,,,,1870,2/9,,,,,,,13.36,11.69,,,,,11,19.07,-212.33,-945.55,-223.05,-529.6,,-755.51,Beneish M-Score,-9.64,,ROIC,,1,Summit Therapeutics Inc.,1.87,-2.09424084,-0.04,Buy,2748870,5140386.9,1304671634.0,,-1.6903,Health Technology,Biotechnology
2022,SMPL,23.21,43.24,-6.7,18.4,,132,,5.4,21.4,48.9,,-2.11,44.86,4.99,,0.97,0.19,4.91,55.66,27.55,44.64,1.68,0.24,Grey,,,19.34,16.99,26.17,15.58,14.28,2.74,3.12,5.17,0.74,,19.49,,,5.9,36.34,6.75,,,10.62,WACC vs ROIC,16.11,2.2,26.87,26.87,,2.93,7/9,,,,24.53,,,,,22.76,26.64,,1.7,,3.43,6.07,84.73,9.62,8.63,,7.67,Beneish M-Score,0.89,,ROIC,,5,The Simply Good Foods Company,33.86,-1.62696107,-0.56,Sell,1178961,39919619.46,3370729064.0,26.92644135,1.2761,Consumer Non-Durables,Food: Major Diversified
2023,SMR,-48.98,41.31,-16.7,68.8,,-41.9,32.1,-24.3,195.8,42.11,,-22.33,42.4,1.23,,4.27,No Debt,5.2,,839.15,386.91,,,Grey,,,-0.78,-0.79,-1.14,-10.61,-11.79,1.06,10.7,-128.21,0.36,,,,,,24.32,No Debt,,,-244.59,WACC vs ROIC,-1368.36,4,,,,22.2,N/A/9,,,,,,,,,,,,,5.26,5.2,-12.16,-4939.02,-76.46,-25.04,,-306.47,Beneish M-Score,2.63,,ROIC,,,NuScale Power Corporation,6.0,-2.5974026,-0.16,Strong Sell,1815127,10890762.0,1375219336.0,,-0.7288,Producer Manufacturing,Electrical Products
2024,SMTC,-22.13,48.7,1,4.8,,11.3,26.9,2.7,13.3,58.34,,-15.96,51.23,0.9,,0.46,0.11,1.96,148.19,58.99,55,-5.32,3.77,Grey,,,-8.65,-10.96,-20.88,,25.26,3.23,3.48,-11.56,0.17,,,16.65,15,11.37,50.75,,,,-53.62,WACC vs ROIC,-6.23,4.36,,,,1.94,1/9,,,,,,0.46,,,,,,1.24,,1.4,-22.31,-109.52,-19.28,-63.78,,-3.98,Beneish M-Score,-51.6,,ROIC,,9,Semtech Corporation,24.98,-0.79428118,-0.2,Sell,4152148,103720657.04,1603076681.0,,-6.8705,Electronic Technology,Semiconductors
2025,SN,,56.98,,,,,,,,71.24,,,65.49,3.72,,0.23,0.54,1.65,196.37,119.96,168.17,2.16,0.26,Grey,,,34.33,26.25,37.82,,,,3.23,2.91,0.55,,,,,,44.62,9.27,,,6.37,,11.34,3.03,49.89,49.89,,3.13,N/A/9,,,,36.9,4.5,,,20.15,28.16,,,,10.44,1.17,3.46,21.48,7.27,6.15,,7.02,WACC vs ROIC,,,ROIC,,3,"SharkNinja, Inc.",40.71,1.72413793,0.69,Buy,1606757,65411077.47,5657990000.0,,,Consumer Durables,Electronics/Appliances
2026,SNA,24.63,40.7,1,10.7,14.4,9.4,10.7,2,7.5,39.54,4.88,13.28,40.26,6.38,,0.91,0.7,3.67,154.85,45.37,92.17,0.88,0.26,Grey,0.35,2.49,10.79,10.05,17.48,11.37,10.63,2.91,3.1,9.27,0.66,2.49,13.7,14.05,7.15,3.41,49.36,26.06,,,21.06,WACC vs ROIC,27.45,2.9,14.43,14.43,1.85,3.05,8/9,0.81,0.87,,17.16,1.6,1.14,,13,15.39,19.65,1.64,1.16,4.01,2.58,13.92,69.38,22.06,21.69,,18.34,Beneish M-Score,3.25,19.51,ROIC,,10,Snap-On Incorporated,260.42,-1.32242052,-3.49,Sell,401627,104591703.34,13780527585.0,14.43633864,18.3827,Consumer Durables,Tools & Hardware
2027,SNAP,-19.66,37.27,-3.6,0.9,,-3,-5.9,,31.9,27.74,,-7.54,34.71,0.37,,3.93,0.89,5.16,,33.3,82.69,-3.65,1.66,Grey,,,-11.88,-13.55,189.18,-216.04,128.53,2.95,3.44,-8.42,0.33,,,,-11.65,9.48,57.97,,,,-30.19,WACC vs ROIC,-33.28,5.87,,,,3.32,4/9,,,,176.09,,,,,57.27,,,,24.11,5.16,-16.65,-169.86,-18.45,-48.33,,-50.08,Beneish M-Score,-4,,ROIC,,,Snap Inc.,9.16,0.0,0.0,Sell,16283745,149159104.2,14864918887.0,,-0.85,Technology Services,Packaged Software
2028,SNDR,38.74,42.13,-0.2,8.1,10.1,23.5,45.6,-1.8,11.3,50.71,2.3,15.48,42.98,4.39,,0.51,1.41,2.18,3.79,23.02,40.64,0.24,0.07,Grey,0.15,1.24,8.92,5.37,-61.44,5.44,5.24,0.79,0.82,11.21,0.66,1.28,12.29,13.92,,-0.42,12.54,44.48,,,6.84,WACC vs ROIC,8.43,1.7,12.27,12.27,1.24,0.84,5/9,,,,,1.07,,,,6.27,17.93,1.01,1.63,2.1,2.04,9.45,21.97,14.98,14.62,,11.1,Beneish M-Score,1.88,18.1,ROIC,,10,"Schneider National, Inc.",28.23,-0.28258566,-0.08,Sell,858272,24229018.56,4994962047.0,12.27231231,2.3104,Transportation,Trucking
2029,SNDX,-24.95,38.45,-35.9,80.7,,-9.5,-10.2,-9.8,,39.7,,-17.31,38.03,,,13.46,,13.56,,,,,,,,,-4.97,-4.97,-6.18,,,6.49,,-20.12,,,,,,,,,,,,,,2.99,,,,,,,,,,,,3.19,3.16,,,,,2.99,13.56,-37.21,-12798.58,-39.23,-40.02,,-834.02,,1.37,,,,1,"Syndax Pharmaceuticals, Inc.",17.36,1.99764982,0.34,Sell,2012123,34930455.28,1206243230.0,,-2.4367,Health Technology,Biotechnology
2030,SNEX,12.66,50.25,-2.1,19.2,,18.8,31.6,,23.9,59.98,,4.63,51.53,3.15,,0.12,0.2,1.19,3.33,63.08,4.18,7.13,5.38,Grey,,,8.18,7.66,-44.45,,,,0.13,12.22,0.06,,,58.77,,,2.08,1.49,,,0.4,WACC vs ROIC,1.54,1.46,8.25,8.25,0.24,0.03,4/9,,,,,0.76,1.17,,,,,0.33,0.2,1.56,1.15,1.17,199.93,11.02,20.45,,7.93,Beneish M-Score,17.6,17.28,ROIC,,10,StoneX Group Inc.,93.32,0.43047783,0.4,Buy,255662,23858377.84,1940567330.0,8.25198076,11.693,Finance,Investment Banks/Brokers
2031,SNN,11.96,34.38,0.4,3.7,4.6,-10.5,-26.3,-46.2,3.1,34.13,3.51,-3.99,35.1,3.03,,0.11,0.06,2.19,502.53,228.27,80.07,3.35,0.58,Grey,1.5,2.85,39.96,16.05,587.45,16,9.89,2.47,2.69,2.5,0.53,2.85,13.53,-2.74,31.12,4.06,70.04,4.09,,,4.03,WACC vs ROIC,9.01,2.22,52.6,52.6,,2.14,7/9,,,,457.62,5.21,0.64,,,30.15,,,1.28,11.59,0.83,2.16,10.44,4.39,4.06,,5.16,Beneish M-Score,2.89,19.48,ROIC,,10,"Smith & Nephew SNATS, Inc.",26.3,-0.60468632,-0.16,Sell,855564,22501333.2,11518362802.052998,51.95574872,0.5062,Health Technology,Medical Specialties
2032,SNOW,-23.1,52.33,-10.7,,,-18,-15.3,,80,48.77,,8.25,53.75,14.31,,1.96,12.64,2.3,,11.71,64.95,-0.33,0.06,Grey,,,-50.28,-55.22,84.51,365.9,281.85,18.25,20.67,-1.99,0.7,,303.03,,57.01,31.03,66.27,N/A,,N/A,-35.22,WACC vs ROIC,-41.1,10.01,,,,21.82,4/9,,,,89.67,,,34.63,24.24,78.56,,,,12.7,2.3,-11.66,-252.75,-17.79,-16.02,,-22.69,Beneish M-Score,-0.09,,ROIC,,,Snowflake Inc.,162.41,-0.34973616,-0.57,Neutral,6661747,1081934330.27,53546580190.0,,-2.6603,Technology Services,Packaged Software
2033,SNPS,38.24,50.03,-0.5,10,,20.4,22.2,38.1,14.2,37.55,,19.06,46.42,12.73,,0.67,2.66,1.2,74.19,20.59,52.08,0.51,0.12,Grey,,,63.07,51.87,43.65,54.68,31.63,10.22,12.61,1.59,0.6,,35.97,21.53,17.62,13.94,78.79,888.41,,,18.71,WACC vs ROIC,20.52,11.54,67.76,67.76,3.74,12.7,7/9,2.55,2.25,,43.86,10.93,2.55,,,39.62,76.15,3.4,3.5,39.64,1.09,10.77,101.58,16.02,18.11,,12.41,Beneish M-Score,1.51,118.31,ROIC,,10,"Synopsys, Inc.",451.93,-3.05052022,-14.22,Neutral,1680962,759677156.66,68731238090.0,67.75155913,6.7917,Technology Services,Packaged Software
2034,SNV,-21.65,44.82,0.4,-3.3,4.3,,12.6,30.3,6.4,48.37,9.76,7.68,45.14,,,,,,,,,,,,0.28,4.75,,,4.2,,,4.09,2.99,,,5.02,7.57,17.56,,1.28,,,,,33.57,,,1.04,5.9,5.9,1.4,1.9,,0.39,0.09,,2.66,0.56,0.58,,,2.61,6.37,,0.42,1.19,,1.32,,,17.18,,,,-53.34,8.96,,,10,Synovus Financial Corp.,30.29,0.0330251,0.01,Sell,2445481,74073619.49,4427401563.0,5.90379293,5.1617,Finance,Regional Banks
2035,SNX,7.31,57.27,-23.1,4.3,-7.2,-4.3,-1.3,,20.4,63.52,0.96,8.98,58.55,2.88,,0.06,0.21,1.3,55.76,83.93,51.78,2.65,0.5,Grey,0.19,1.34,11.21,8.19,18.14,7.7,7.24,0.21,0.21,8.92,0.3,1.39,8.62,4.48,8,0.34,6.49,4.57,,,1.1,WACC vs ROIC,2.16,1.14,14.37,14.37,,0.16,7/9,,,,13.49,9.8,1.12,,,11.28,13.65,,0.79,150.6,0.76,2.33,34.18,8.46,8.34,,7.92,Beneish M-Score,6,12.52,ROIC,,10,TD SYNNEX Corporation,100.9,-0.12867465,-0.13,Buy,2118490,213755641.0,9459788529.0,14.36892098,7.0423,Distribution Services,Electronics Distributors
2036,SNY,29.83,59.15,-0.2,8,2.7,10.3,43.1,12,6.5,67.49,3.9,10.99,62.59,2.23,,0.32,0.38,1.22,349.43,285.57,62.92,1.47,0.29,Grey,0.52,3.48,12.17,9.92,16.99,11.21,9.58,2.95,3.06,8.22,0.58,3.48,11.74,14.41,4.8,4.3,69.85,18.31,,,18.68,WACC vs ROIC,26,1.76,14.9,14.9,1.55,2.8,8/9,,,,15.44,,0.98,,,12.21,14.24,1.6,1.03,,0.35,6.91,88.79,11.52,11.84,,9.05,Beneish M-Score,4.2,20.13,ROIC,,10,Sanofi,54.54,-0.01833181,-0.01,Buy,1518208,82803064.32,137440158080.60257,15.29316098,3.5805,Health Technology,Pharmaceuticals: Major
2037,SO,-12.3,66.25,-1.4,1.9,3.2,-4.7,-10.2,3.8,10,88.38,4.51,0.19,75.9,0.89,,0.16,0.03,0.83,57.36,61.73,27.4,6.09,2.03,Grey,0.98,3.88,23.93,13.41,-46.09,19.69,12.41,5.12,4.97,4.18,0.22,3.88,17.7,-2.16,5.22,-2.28,38.55,2.22,,,11.17,WACC vs ROIC,18.17,2.53,25.21,25.21,4.5,2.83,4/9,,,,,1.86,1.12,,,13.85,301.22,,6.36,3.09,0.61,2.3,5.94,4.76,10.16,,3.21,Beneish M-Score,-1.46,22.71,ROIC,,10,Southern Company (The),71.09,0.26798307,0.19,Strong Buy,7353143,522734935.87,77526955994.0,25.19671085,2.8381,Utilities,Electric Utilities
2038,SOFI,30.58,56.71,-100.3,,,,43.9,-117.4,-22.9,69.31,,54.71,61.99,,,,,,,,,,,,,,,,-1.29,985.75,40.97,6.27,6.77,,,,909.09,,,23.83,,,,,-10.6,,,1.62,,,,4.5,,,,,,,,,,,,,,2.79,,-1.03,,,-3.55,,,,-22.29,,,,,"SoFi Technologies, Inc.",9.07,0.22099448,0.02,Buy,30508364,276710870.55,8617537136.000002,,-0.2558,Finance,Finance/Rental/Leasing
2039,SON,-10.86,45.97,0.9,5.6,4.1,13.6,17.9,-7,11.4,54.56,4.4,1.23,48.35,2.67,,0.21,0.09,1.55,66.77,53.32,48.51,3.26,1.48,Grey,0.41,3.6,11.91,8.24,25.82,10.76,7.9,1.18,1.23,8.4,0.33,3.67,10.01,0.77,-0.67,2.11,20.18,5.7,,,6.89,WACC vs ROIC,10.23,2.38,11.39,11.39,,0.79,6/9,,,,16.51,,0.77,,,8.21,11.54,,1.22,,0.93,6.87,25.9,13.48,23.16,,10.13,Beneish M-Score,-10.91,18.84,ROIC,,9,Sonoco Products Company,55.58,-0.75,-0.42,Sell,846817,47066088.86,5444407028.0,11.38048241,4.9194,Process Industries,Containers/Packaging
2040,SONO,-6.88,33.48,-5.3,19.6,,28.9,,,1.5,46.07,,-24.7,35.57,4.04,,0.78,4.6,2.06,131.67,92.78,23.42,3.64,0.1,Grey,,,-49.26,91.71,-16.98,,,,0.88,-2.03,0.55,,,,,,42.76,,,,-2.59,WACC vs ROIC,-3.14,2.89,,,,1.06,2/9,,,,,,,,7.31,,,,1.59,4.12,1.19,-3.74,-17.5,-4.2,-7.09,,-15.56,Beneish M-Score,4.03,,ROIC,,2,"Sonos, Inc.",13.3,1.06382979,0.14,Sell,6679029,88831085.7,1705833597.9999998,,-0.3363,Consumer Durables,Electronics/Appliances
2041,SONY,16.24,55.98,-0.4,13.6,18.6,13,17.9,,12.4,70.72,1.7,-0.25,63.02,0.95,,0.21,0.48,0.65,58.71,82.45,56.07,1.98,0.62,Grey,0.1,0.63,14.32,7.73,188.34,15.31,9.2,1.5,1.39,6.98,0.21,0.66,17.64,11.85,3.69,-0.26,25.83,46.31,,,7.68,WACC vs ROIC,9.23,2.23,15.9,15.9,1.83,1.3,5/9,,,,164.9,1.52,1.58,,,21.47,,1.99,1.22,3.12,0.47,2.97,68.48,5.4,13.51,,2.76,Beneish M-Score,-4.34,30.55,ROIC,,8,Sony Group Corporation,86.76,0.30057803,0.26,Neutral,490265,42535391.40000001,108714217946.11716,15.89010989,5.4795,Electronic Technology,Computer Processing Hardware
2042,SOS,-19.11,41.58,-203.1,42.6,,,,-295.8,-27.8,33.04,,7.92,38.58,-0.56,,5.69,281.75,9.68,86.2,26.57,13.11,,,Grey,,,1.09,1.13,3.2,,,,-0.9,91.74,0.9,,,,,,-4.07,N/A,,N/A,-88.24,WACC vs ROIC,-82.51,0.06,,,,0.1,2/9,,,,,,,0.11,0.06,,,,,0.06,8.66,-36.95,-158.01,-38.23,-40.97,,-73.66,Beneish M-Score,-0.63,,ROIC,,3,SOS Limited,3.81,-4.98753117,-0.2,Strong Sell,274696,1046591.76,1215493567.0,,-0.7491,Technology Services,Internet Software/Services
2043,SOVO,52.36,71.86,-1.2,-7.7,,-66.4,-23.8,,29.8,70.88,,53.92,71.56,3.08,,1.6,0.34,3.34,49.34,42.76,31.55,8.69,0.99,Grey,,,125.48,45.66,45.91,26.14,18.83,2.52,2.78,0.8,0.43,,29.33,,,8.33,29.66,2.15,,,-1.49,WACC vs ROIC,7.67,4.58,,,,2.44,6/9,,,,40.45,,,,,36.23,,,,,2.32,-1.2,14.1,1.98,-2.85,,8.47,Beneish M-Score,3.82,,ROIC,,2,"Sovos Brands, Inc.",22.65,0.22123894,0.05,Buy,4682638,106061750.69999996,2295104112.0,,-0.1389,Consumer Non-Durables,Food: Specialty/Candy
2044,SPB,58.43,47.3,5.8,-4.2,,,31.9,-54.9,16.6,25.31,2.12,32.47,39.94,1.68,,1.64,1.35,2.23,124.1,82.93,37.41,-18.75,0.85,Grey,,2.1,-10.24,-18.21,16.69,10.58,6.76,0.7,0.72,-9.77,0.4,2.1,20.28,,,-0.79,31.41,0.17,,,61.47,WACC vs ROIC,0.78,1.12,1.79,,,1.11,5/9,,,,26.2,,1.52,,15.47,17.4,1.78,,0.79,4.6,1.94,30.3,-11.88,-4.45,119.28,,0.46,Beneish M-Score,3.18,15.44,ROIC,,6,"Spectrum Brands Holdings, Inc.",79.96,-0.07498125,-0.06,Buy,1295336,103575066.55999996,2852473774.0,1.79200143,44.6205,Consumer Durables,Electronics/Appliances
2045,SPG,18.41,53.52,-0.7,6.9,-6,-2.4,-1.4,,-4.8,61.85,5.44,7.46,57.81,0.96,,0.25,0.03,0.48,,512.97,53.24,5.48,8.87,Grey,1.09,6.31,18.91,13.57,20.33,20.77,15.09,12.09,11.6,5.29,0.09,6.53,20.62,4.53,1.41,-0.04,81.29,3.3,,,39.63,WACC vs ROIC,48.88,13.46,17.69,17.69,,7.04,7/9,,,11.07,12.28,3.25,0.74,,,9.97,12.45,,1.3,13.46,0.48,6.53,672.17,11.17,71.3,,8.33,Beneish M-Score,6.9,16.47,ROIC,,10,"Simon Property Group, Inc.",116.41,-0.82637587,-0.97,Buy,2880775,335351017.75,38088310169.0,17.9653379,6.4797,Finance,Real Estate Investment Trusts
2046,SPGI,11.52,46.24,-10.5,283.4,13.3,12.5,5.9,-9.9,9,41.45,1.85,15.89,44.93,4.29,,0.26,0.13,0.78,,38.09,71.77,2.51,0.34,Grey,0.49,0.91,37.28,28.39,42.91,20.81,20.46,10.06,11.3,2.68,0.58,0.93,26.81,14.53,12.02,8.69,65.83,11.08,,,19.46,WACC vs ROIC,30.33,3.51,53.63,53.63,4.19,10.42,5/9,2.67,1.27,,39.69,,1.29,,,38.39,47.54,4.57,1.95,,0.78,3.78,489.95,6.48,6.35,,4.63,Beneish M-Score,1.19,46.28,ROIC,,9,S&P Global Inc.,388.26,-2.00156491,-7.93,Sell,2472331,959907234.06,123544339846.99998,53.66413269,7.2562,Commercial Services,Financial Publishing/Services
2047,SPHR,47.81,55.46,-13,-14.4,,-1.8,-1.8,-82.4,-26.3,68.86,,56.46,59.75,0.74,,0.19,0.1,0.9,10.53,122.11,74.72,3.35,0.51,Grey,,,8.6,6.35,-2.77,38.49,,2.15,2.98,11.63,0.52,,,,,,40.99,,,,59.78,WACC vs ROIC,-28.12,0.5,2.63,4.02,,1.46,3/9,,,,,0.33,,,,8.3,7.79,,,0.62,0.9,9.04,8.4,6.37,23.99,,-2.97,Beneish M-Score,-21.58,,ROIC,,3,Sphere Entertainment Co.,37.47,-1.52431012,-0.58,Buy,440882,16519848.54,1299417394.0,2.6303597,14.4393,Consumer Services,Media Conglomerates
2048,SPLK,4.88,64.77,-1.5,,,12.5,8.3,,13.2,39.29,,11.59,59.86,1.93,,0.91,0.6,1.38,,13.93,97.21,30.86,-104.42,Grey,,,660.75,167.58,27.47,31.08,27.33,5.56,5.75,0.15,-0.01,,36.23,,29.08,12.48,78.5,,,,-0.61,WACC vs ROIC,-0.75,,,,,5.26,6/9,,,,25.04,,0.51,,,24.38,,,10.96,,1.38,-0.41,12.55,1.03,,,-1.31,Beneish M-Score,-2.05,,ROIC,,,Splunk Inc.,120.83,-1.08063856,-1.32,Buy,2413358,291606047.14,20263190938.000004,,-0.1342,Technology Services,Packaged Software
2049,SPNS,49.85,41.48,-3.2,17.6,47.1,12.4,22.2,-13.6,9.9,20.19,5.26,58.25,32.95,5.47,,1.28,2.02,2.02,,11.33,61.51,0.95,0.21,Grey,0.47,1.78,20.92,16.03,32.58,,,,3.07,4.78,0.64,1.78,,23,,,42.38,67.05,,,11.47,WACC vs ROIC,14.56,3.8,28.13,28.13,0.82,3.25,7/9,,,,34.49,4.37,1.15,,32.24,28.65,38.48,1.18,1.99,15.26,2.02,8.59,165.1,14.1,14.18,,13.02,Beneish M-Score,4.1,45.54,ROIC,,10,Sapiens International Corporation N.V.,28.69,-0.93232044,-0.27,Sell,154884,4443621.96,1582471475.9999998,28.28551711,1.0218,Technology Services,Packaged Software
2050,SPNT,113.08,51.57,-19.8,-8.3,,,,6.3,8.7,45.15,,47.7,47.47,,,,,,,,,,,,,,12.26,11.23,4.5,,,,0.76,8.16,,,,,,,,,,,3.59,,,0.83,28.38,28.38,,0.64,,,,,3.85,1.07,0.38,,,3.85,,,0.62,0.9,,0.84,,,4.45,,1.42,,2.52,26.25,,,7,SiriusPoint Ltd.,10.5,-0.94339623,-0.1,Neutral,1031169,10827274.5,1727261374.9999998,,-0.3628,Finance,Property/Casualty Insurance
2051,SPOT,28.35,61.79,-1.6,2.3,,-402.9,-39.5,-65.1,15.2,67.05,,6.19,65.82,3.84,,0.96,2.02,1.22,,24.02,12.8,-2.69,0.82,Grey,,,-33.07,-42.37,1020.96,930.65,150.32,1.74,2.21,-3.02,0.28,,1250,,,14.65,24.82,,,,-7.8,WACC vs ROIC,-6.93,13.78,,,,2.32,4/9,,,,1051.82,,,,,701.23,,,6.03,35.32,1.22,-12.91,-109.63,-20.63,-42.72,,-25.7,Beneish M-Score,0.47,,ROIC,,,Spotify Technology S.A.,158.58,0.90995864,1.43,Buy,1497775,237517159.50000003,30167115883.0,,-5.2282,Technology Services,Internet Software/Services
2052,SPR,-17.87,26.75,-0.1,,-60.3,-65.3,,,-13.8,21.53,,-27.7,23.3,1.05,,0.24,0.13,1.51,100.12,60.95,35.06,-16.67,-6.27,Grey,,0.06,-9.17,-21.73,-12.3,21.09,13.69,0.75,0.96,-10.91,-0.1,,76.34,39.02,,3.74,0.03,,,,-15.91,WACC vs ROIC,-7.02,,,,,0.32,4/9,,,,,,0.32,,,,,,,,0.76,-12.81,-23.76,-12.34,,,-8.16,Beneish M-Score,-3.76,112.2,ROIC,,6,"Spirit Aerosystems Holdings, Inc.",16.83,2.74725275,0.45,Sell,6413086,107942335.38,1772019793.0,,-8.1801,Electronic Technology,Aerospace & Defense
